,S_ID,sample?,site,month,day,microsite,rep,method,location,quantity,order,family,subfamily,,genus,species,highest.rtu,Size (mm),sex,
,MOV-A16-S3-PT1,Y,Mov,Aug ,16,shrub,3,PT,pinned,1,Hymenoptera,Pompilidae,,,,,,,,
876,,,Mov,Aug ,16,shrub,3,PT,ET,1,Orthoptera,Gryllidae,,,,,nymph,,,
875,,,Mov,Aug ,16,open,4,PT,ET,1,Aranae,Pholcidae,,,,,,,,
,,,Mov,Aug ,16,open,4,PT,ET,1,Diptera,Calliphoridae,,,,,,,,
,,,Mov,Aug ,16,open,4,PT,ET,1,Diptera,,,,,,,,,
,,,Mov,Aug ,16,open,4,PT,ET,43,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,Mov,Aug ,16,open,4,PT,ET,1,Mantodea,,,,,,,,,
,MOV-A16-S4-PT-1,Y,Mov,Aug ,16,shrub,4,PT,pinned,1,Blattodea,Corydiidae,,,Arenivaga,,,,,
,,,Mov,Aug ,16,shrub,4,PT,ET,2,Coleoptera,Tenebrionidae,,,,,,,,
,MOV-A16-S4-PT-2,,Mov,Aug ,16,shrub,4,PT,pinned,1,Diptera,Muscidae?,,,,,,,,
,,,Mov,Aug ,16,shrub,4,PT,ET,1,Diptera,Scenopinidae,,,Brevitrichia,,,,F,
878,,,Mov,Aug ,16,shrub,4,PT,ET,1,Embiidina,Oligotomidae,,,,,Oligotoma saundersii,,M,
,,,Mov,Aug ,16,shrub,4,PT,ET,3,Hymenoptera,Bethylidae,,,,,,,,
,,,Mov,Aug ,16,shrub,4,PT,ET,2,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,Mov,Aug ,16,open,5,PT,ET,1,Aranae,Theridiidae,,,Latrodectrus,hesperus,Latrodectrus hesperus,,,
881,,,Mov,Aug ,16,open,5,PT,ET,1,Coleoptera,Tenebrionidae,,,,,,,,
,,,Mov,Aug ,16,open,5,PT,ET,1,Coleoptera,Tenebrionidae,,,,,,,,
,,,Mov,Aug ,16,open,5,PT,ET,5,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
862,,,Mov,Aug ,16,shrub,5,PT,ET,1,Aranae,white abdomen black spots,,,,,,,,
860,,,Mov,Aug ,16,shrub,5,PT,ET,1,Blattodea,,,,,,,,,
859,,,Mov,Aug ,16,shrub,5,PT,ET,1,Hymenoptera,Bethylidae?,,,,,,,,
863,,,Mov,Aug ,16,shrub,5,PT,ET,1,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
861,,,Mov,Aug ,16,shrub,5,PT,ET,1,Microcoryphia,,,,,,,,,
,,,Mov,Aug ,16,open,6,PT,ET,1,Aranae,Gnaphosidae,,,Gnaphosa/Callilepus,,,,F,
,,,Mov,Aug ,16,open,6,PT,ET,1,Aranae,Gnaphosidae,,,Gnaphosa/Callilepus,,,,M,
,,,Mov,Aug ,16,open,6,PT,ET,1,Aranae,Gnaphosidae,,,Gnaphosa/Callilepus,,,,F,
,,,Mov,Aug ,16,open,6,PT,ET,1,Coleoptera,Nitulidae,,,,,,,,
873,,,Mov,Aug ,16,open,6,PT,ET,2,Coleoptera,Tenebrionidae,,,,,,,,
,,,Mov,Aug ,16,open,6,PT,ET,1,Coleoptera,,,,,,,,,
,,,Mov,Aug ,16,open,6,PT,ET,1,Hymenoptera,Formicidae,,,,,alate,,,
,,,Mov,Aug ,16,open,6,PT,ET,7,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,MOV-A16-O6-PT-1,,Mov,Aug ,16,open,6,PT,pinned,1,Hymenoptera,Pompilidae,,,,,,,,
,,,Mov,Aug ,16,open,6,PT,ET,1,Scorpiones,,,,,,,,,
,,,Mov,Aug ,16,shrub,6,PT,ET,1,Coleoptera,Tenebrionidae,,,,,,,,
,,,Mov,Aug ,16,shrub,6,PT,ET,6,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,Mov,Aug ,16,shrub,6,PT,ET,1,Hymenoptera,looks a bit like mutillidae but it isn't,,,,,,,,
,,,Mov,Aug ,16,shrub,6,PT,ET,1,Pseudoscorpiones,,,,,,,,,
865,,,Mov,Aug ,16,open,7,PT,ET,,,,,,,,,,,
,,,Mov,Aug ,16,shrub,7,PT,ET,2,Acari,,,,,,,,,
,,,Mov,Aug ,16,shrub,7,PT,ET,1,Aranae,3 rows of eyes,,,,,nymph,,,
,,,Mov,Aug ,16,shrub,7,PT,ET,2,Aranae,Gnaphosidae,,,,,,,,
,,,Mov,Aug ,16,shrub,7,PT,ET,1,Coleoptera,Tenebrionidae,,,,,,,,
,,,Mov,Aug ,16,shrub,7,PT,ET,9,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,Mov,Aug ,16,shrub,7,PT,ET,1,Microcoryphia,,,,,,,,,
,,,Mov,Aug ,16,shrub,7,PT,ET,1,Scorpiones,,,,,,,,,
,,,Mov,Aug ,16,open,8,PT,ET,2,Acari,,,,,,,,,
,,,Mov,Aug ,16,open,8,PT,ET,1,Aranae,Gnaphosidae,,,,,,,,
880,,,Mov,Aug ,16,open,8,PT,ET,16,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,Mov,Aug ,16,shrub,8,PT,ET,1,Acari,,,,,,,,,
,,,Mov,Aug ,16,shrub,8,PT,ET,1,Aranae,Gnaphosidae,,,,,,,,
,,,Mov,Aug ,16,shrub,8,PT,ET,1,Aranae,Gnaphosidae,,,,,,,,
,,,Mov,Aug ,16,shrub,8,PT,ET,5,Coleoptera,Tenebrionidae,,,,,,,,
,,,Mov,Aug ,16,shrub,8,PT,ET,2,Hymenoptera,Formicidae,,,Solenopsis,yellow but black gaster,,,,
,,,Mov,Aug ,16,shrub,8,PT,ET,114,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
879,,,Mov,Aug ,16,shrub,8,PT,ET,5,Zygentoma,,,,,,,,,
877,,,Mov,Aug ,16,open,9,PT,ET,7,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,Mov,Aug ,16,open,9,PT,ET,1,Hymenoptera,Formicidae,,,Pheidole?,,Pheidole,,,
,,,Mov,Aug ,16,open,9,PT,ET,3,Hymenoptera,Formicidae,,,Dorymyrmex,,,,,
,,,Mov,Aug ,16,open,9,PT,ET,1,Solifugae,,,,,,,,,
,,,Mov,Aug ,16,shrub,9,PT,ET,1,Aranae,Gnaphosidae,,,Callilepus?,,,,F,
,,,Mov,Aug ,16,shrub,9,PT,ET,1,Coleoptera,Tenebrionidae,,,uploaded,,,,,
,,,Mov,Aug ,16,shrub,9,PT,ET,8,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,1,F,lost one
,,,Mov,Aug ,16,shrub,9,PT,point,1,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,1,F,
,,,Mov,Aug ,16,shrub,9,PT,ET,1,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,2,F,
,,,Mov,Aug ,16,open,10,PT,ET,2,Coleoptera,Tenebrionidae,,,,,,,,
869,,,Mov,Aug ,16,open,10,PT,ET,8,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,1,minor,
,,,Mov,Aug ,16,open,10,PT,ET,1,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,1,major,
,,,Mov,Aug ,16,open,10,PT,point,1,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,1,major,
,MOV-A16-O10-PT-1,Y,Mov,Aug ,16,open,10,PT,pinned,1,Hymenoptera,Pompilidae,,,,,,,,
,,,Mov,Aug ,16,shrub,10,PT,ET,1,Aranae,Gnaphosidae,,,,,,,,
,MOV-A16-S10-PT-1,Y,Mov,Aug ,16,shrub,10,PT,pinned,1,Diptera,Muscidae?,,,,,,,,
,,,Mov,Aug ,16,shrub,10,PT,ET,1,Diptera,Mythicomyiidae,,,,,,,,
,,,Mov,Aug ,16,shrub,10,PT,ET,1,Hymenoptera,Bethylidae,,,,,,,,
,,,Mov,Aug ,16,shrub,10,PT,ET,9,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
872,,,Mov,Aug ,16,shrub,10,PT,ET,1,Microcoryphia,,,,,,,,,
864,,,Mov,Aug ,16,open,11,PT,ET,,,,,,,,,,,
,,,Mov,Aug ,16,shrub,11,PT,ET,1,Aranae,Gnaphosidae,,,Callilepus?,,,,M,
,,,Mov,Aug ,16,shrub,11,PT,ET,2,Coleoptera,Tenebrionidae,,,,,,,,
,,,Mov,Aug ,16,shrub,11,PT,ET,1,Diptera,Tachinidae,,,,,,,,
,,,Mov,Aug ,16,shrub,11,PT,ET,71,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,Mov,Aug ,16,shrub,11,PT,ET,7,Hymenoptera,Formicidae,,,Dorymyrmex,,Dorymyrmex,,,
,,,Mov,Aug ,16,open,12,PT,ET,1,Aranae,Gnaphosidae,,,Gnaphosa/Callilepus,,,,M,
,,,Mov,Aug ,16,open,12,PT,ET,1,Aranae,Gnaphosidae,,,Gnaphosa/Callilepus,,,,F,
,,,Mov,Aug ,16,open,12,PT,ET,1,Coleoptera,Tenebrionidae,,,,,,,,
866,,,Mov,Aug ,16,open,12,PT,ET,4,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,Mov-A16-O12-PT1,Y,Mov,Aug ,16,open,12,PT,ET,1,Hymenoptera,Pompilidae,,,,,,,,
,,,Mov,Aug ,16,shrub,12,PT,ET,1,Aranae,Gnaphosidae,,,,,,,,
,,,Mov,Aug ,16,shrub,12,PT,ET,1,Aranae,,,,,,,,,
,,,Mov,Aug ,16,shrub,12,PT,ET,150,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,Mov,Aug ,16,shrub,12,PT,ET,1,Hymenoptera,Formicidae,,,Dorymyrmex,,,,,
867,,,Mov,Aug ,16,shrub,12,PT,ET,1,Mantodea,,,,,,,,,
795,,,Mov,July,31,open,1,PT,ET,,,,,,,,,,,
801,,,Mov,July,31,shrub,1,PT,ET,,,,,,,,,,,
792,,,Mov,July,31,open,2,PT,ET,,,,,,,,,,,
787,,,Mov,July,31,shrub,2,PT,ET,,,,,,,,,,,
803,,,Mov,July,31,open,3,PT,ET,,,,,,,,,,,
785,,,Mov,July,31,shrub,3,PT,ET,,,,,,,,,,,
798,,,Mov,July,31,open,4,PT,ET,,,,,,,,,,,
796,,,Mov,July,31,shrub,4,PT,ET,,,,,,,,,,,
788,,,Mov,July,31,open,5,PT,ET,,,,,,,,,,,
786,,,Mov,July,31,shrub,5,PT,ET,,,,,,,,,,,
793,,,Mov,July,31,open,6,PT,ET,,,,,,,,,,,
804,,,Mov,July,31,open,7,PT,ET,,,,,,,,,,,
790,,,Mov,July,31,shrub,7,PT,ET,,,,,,,,,,,
799,,,Mov,July,31,open,8,PT,ET,,,,,,,,,,,
800,,,Mov,July,31,shrub,8,PT,ET,,,,,,,,,,,
789,,,Mov,July,31,open,9,PT,ET,,,,,,,,,,,
784,,,Mov,July,31,shrub,9,PT,ET,,,,,,,,,,,
797,,,Mov,July,31,open,10,PT,ET,,,,,,,,,,,
794,,,Mov,July,31,shrub,10,PT,ET,,,,,,,,,,,
791,,,Mov,July,31,open,11,PT,ET,,,,,,,,,,,
783,,,Mov,July,31,shrub,11,PT,ET,,,,,,,,,,,
802,,,Mov,July,31,open,12,PT,ET,,,,,,,,,,,
782,,,Mov,July,31,shrub,12,PT,ET,1,Diptera,like a mini asilid,,,,,,,,
781,,,Mov,July,31,shrub,12,PT,ET,1,Hymenoptera,Formicidae,,,Solenopsis,missing head,,,,
,Mov-Sept-16-O3-PT-1,,Mov,Sept,16,open,3,PT,pinned,1,Coleoptera,Tenebrionidae,,,,,,,,
,Mov-Sept-6-S6-PT-1,,Mov,Sept,16,shrub,6,PT,pinned,1,Coleoptera,Tenebrionidae,,,,,,,,
,Mov-Sept-6-S6-PT-2,,Mov,Sept,16,shrub,6,PT,pinned,1,Orthoptera,Acrididae,Gomphocerinae,,,,,,,
917,,,PaPL,Aug ,15,open,1,PT,ET,1,Aranae,Gnaphosidae,,,,,,,,
925,,,PaPL,Aug ,15,shrub,1,PT,ET,1,Aranae,Salticidae,,,,,,,,
922,,,PaPL,Aug ,15,shrub,1,PT,ET,1,Hymenoptera,Chyphotidae,,,Chyphotes,,,,,
923,,,PaPL,Aug ,15,shrub,1,PT,ET,1,Hymenoptera,Mutillidae,,,,,,,,
924,,,PaPL,Aug ,15,shrub,1,PT,ET,1,Microcoryphia,,,,,,,,,
910,PaPL-A15-O2-PT-1,Y,PaPL,Aug ,15,open,2,PT,pinned,1,Coleoptera,Tenebrionidae,,,Eleodes,dentipes,Eleodes dentipes,,,
,,,PaPL,Aug ,15,open,2,PT,ET,2,Hymenoptera,Formicidae,,,Pheidole,"yellow, hyatti?",,,,
,PaPL-A15-O2-PT-2,Y,PaPL,Aug ,15,open,2,PT,pinned,1,Hymenoptera,Mutillidae,,,Sphaeropthalma (Photopsis),,,,,
887,PaPL-Aug-15-S2-PT,Y,PaPL,Aug ,15,shrub,2,PT,ET,1,Coleoptera,Tenebrionidae,,,Eleodes,,,,,
,,,PaPL,Aug ,15,shrub,2,PT,ET,1,Diptera,Drosophilidae,,,Drosophila?,,,,,
,PaPl-A15-S2-PT-1,,PaPL,Aug ,15,shrub,2,PT,pinned,1,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,
,,,PaPL,Aug ,15,shrub,2,PT,ET,2,Hymenoptera,Formicidae,,,Solenopsis,xyloni,Solenopsis xyloni,,,dropped one 
,,,PaPL,Aug ,15,shrub,2,PT,ET,21,Hymenoptera,Formicidae,,,Pheidole,"yellow, hyatti?",Pheidole,,,
,PaPl-A15-S2-PT-2,,PaPL,Aug ,15,shrub,2,PT,pinned,1,Hymenoptera,Formicidae,,,Cardiocondyla?,mauritanica,Cardiocondyla,,,
,,,PaPL,Aug ,15,shrub,2,PT,ET,1,Hymenoptera,Formicidae,,,Cardiocondyla?,mauritanica,Cardiocondyla,,,
,,,PaPL,Aug ,15,shrub,2,PT,ET,1,Hymenoptera,parasitoid,,,,,,,,
,,,PaPL,Aug ,15,shrub,2,PT,ET,1,Scorpiones,,,,,,,,,
897,,,PaPL,Aug ,15,open,3,PT,ET,5,Hymenoptera,Formicidae,,,Solenopsis ,,,,,
,,,PaPL,Aug ,15,shrub,3,PT,ET,1,Acari,tough,,,,,,,,
,,,PaPL,Aug ,15,shrub,3,PT,ET,3,Aranae,Lycosidae,,,,,,,,
,,,PaPL,Aug ,15,shrub,3,PT,ET,1,Aranae,Salticidae,,,,,,,,
,PaPl-A15-S3-PT-3,Y,PaPL,Aug ,15,shrub,3,PT,pinned,1,Coleoptera,Tenebrionidae,,,Triorophus,,,,,
,PaPl-A15-S3-PT-4,Y,PaPL,Aug ,15,shrub,3,PT,pinned,1,Coleoptera,Tenebrionidae,,,Triorophus,,,,,
896,PaPl-A15-S3-PT-1,,PaPL,Aug ,15,shrub,3,PT,pinned,1,Coleoptera,Tenebrionidae,,,Eleodes,,,,,
,,,PaPL,Aug ,15,shrub,3,PT,ET,12,Hymenoptera,Formicidae,,,Solenopsis ,xyloni,Solenopsis xyloni,,,
,PaPl-A15-S3-PT-2,,PaPL,Aug ,15,shrub,3,PT,pinned,3,Hymenoptera,Formicidae,,,Cyphomyrmex,wheeleri,Cyphomyrmex wheeleri,,,
,,,PaPL,Aug ,15,shrub,3,PT,ET,1,Hymenoptera,Formicidae,,,Cyphomyrmex,wheeleri,Cyphomyrmex wheeleri,,,
889,,,PaPL,Aug ,15,open,4,PT,ET,1,Aranae,Salticidae,,,,,,,,
890,,,PaPL,Aug ,15,open,4,PT,ET,1,Aranae,,,,,,tiny,,M,
,,,PaPL,Aug ,15,open,4,PT,pinned,9,Orthoptera,Gryllidae,,,,,,,,
888,,,PaPL,Aug ,15,open,4,PT,ET,2,Orthoptera,Gryllidae,,,,,small,,,
904,,,PaPL,Aug ,15,shrub,4,PT,ET,1,Aranae,Gnaphosidae,,,,,,,,
901,,,PaPL,Aug ,15,shrub,4,PT,ET,1,Aranae,Pholcidae,,,,,,,,
905,,,PaPL,Aug ,15,shrub,4,PT,ET,1,Aranae,Salticidae,,,,,,,,
902,,,PaPL,Aug ,15,shrub,4,PT,ET,1,Aranae,,,,,,,,,
903,PaPL-A-S4-2,,PaPL,Aug ,15,shrub,4,PT,pinned,1,Coleoptera,Carabidae,,,Notiophilus,,,,,
900,PaPL-A-S4-1,,PaPL,Aug ,15,shrub,4,PT,pinned,1,Hymenoptera,Pompilidae,,,,,,,,
907,,,PaPL,Aug ,15,open,5,PT,ET,1,Aranae,Gnaphosidae,,,,,,,,
909,,,PaPL,Aug ,15,open,5,PT,ET,1,Aranae,,,,,,tiny,,M,
906,,,PaPL,Aug ,15,open,5,PT,pinned,2,Orthoptera,Gryllidae,,,,,,,,
908,,,PaPL,Aug ,15,open,5,PT,ET,1,Zygentoma,Lepismatidae,,,,,,,,
,,,PaPL,Aug ,15,shrub,5,PT,ET,1,Aranae,Gnaphosidae,,,,,,,,
,,,PaPL,Aug ,15,shrub,5,PT,ET,1,Aranae,Lycosidae,,,,missing abdomn,,,,
886,,,PaPL,Aug ,15,shrub,5,PT,ET,1,Aranae,Salticidae,spots,,,,,,,
,,,PaPL,Aug ,15,shrub,5,PT,pinned,1,Coleoptera,Tenebrionidae,,,Eleodes,,,,,
,PaPL-A-S5-PT-1,Y,PaPL,Aug ,15,shrub,5,PT,pinned,1,Hemiptera,Rhyparochromidae,,,Emblethis,vicarius,,,,
,,,PaPL,Aug ,15,shrub,5,PT,ET,11,Hymenoptera,Formicidae,,,Pheidole,yellow/brown,Pheidole,,,
,,,PaPL,Aug ,15,shrub,5,PT,pinned,3,Orthoptera,Gryllidae,,,,,,,,
,,,PaPL,Aug ,15,open,6,PT,ET,1,Hemiptera,Geocoridae,,,Geocorus,,,,,
,,,PaPL,Aug ,15,open,6,PT,ET,1,Hymenoptera,Formicidae,,,Pheidole,yellow/brown,Pheidole,,,
,,,PaPL,Aug ,15,open,6,PT,pinned,2,Orthoptera,Gryllidae,,,,,,,,
899,,,PaPL,Aug ,15,open,6,PT,ET,1,Solifugae,,,,,,,,,
,,,PaPL,Aug ,15,open,6,PT,ET,1,Zygentoma,Lepismatidae,,,,,,,,
,,,PaPL,Aug ,15,shrub,6,PT,ET,1,Aranae,missing an eye?,,,,,,,,
,,,PaPL,Aug ,15,shrub,6,PT,ET,1,Aranae,Pholcidae,tiny,,,,,,,
,,,PaPL,Aug ,15,shrub,6,PT,ET,2,Aranae,very small,,,,,,,,
928,PaPl-A15-S6-1,Y,PaPL,Aug ,15,shrub,6,PT,pinned,1,Coleoptera,Tenebrionidae,,,Eleodes,,,,,
929,PaPl-A15-S6-2,Y,PaPL,Aug ,15,shrub,6,PT,pinned,1,Coleoptera,Tenebrionidae,,,Eleodes,,,,,
927,,,PaPL,Aug ,15,shrub,6,PT,ET,1,Hemiptera,Formicidae,,,Cardiocondyla,mauritiania,Cardiocondyla,,,
930,,,PaPL,Aug ,15,shrub,6,PT,ET,78,Hymenoptera,Formicidae,,,Pheidole,brown,Pheidole,,,
,,,PaPL,Aug ,15,open,7,PT,pinned,1,Coleoptera,Carabidae,,,,,,,,
,,,PaPL,Aug ,15,open,7,PT,ET,12,Hymenoptera,Formicidae,,,Pheidole,brown,Pheidole,,,
,,,PaPL,Aug ,15,shrub,7,PT,ET,1,Aranae,Pholcidae,,,,,,,,
,,,PaPL,Aug ,15,shrub,7,PT,ET,1,Aranae,Salticidae,,,,,,,,
,,,PaPL,Aug ,15,shrub,7,PT,ET,1,Aranae,Salticidae,,,,,tiny,,,
915,,,PaPL,Aug ,15,shrub,7,PT,ET,58,Hymenoptera,Formicidae,,,Pheidole,brown,Pheidole,,minor,
,,,PaPL,Aug ,15,shrub,7,PT,ET,1,Hymenoptera,Formicidae,,,Pheidole,brown,Pheidole,,major,
,,,PaPL,Aug ,15,shrub,7,PT,ET,1,Pseudoscorpiones,,,,,,,,,
,,,PaPL,Aug ,15,shrub,7,PT,ET,1,Zygentoma,Lepismatidae,,,,,,,,
885,,,PaPL,Aug ,15,open,8,PT,ET,1,Aranae,Salticidae,,,,,,,,
884,,,PaPL,Aug ,15,open,8,PT,ET,1,Scorpiones,,,,,,,,,
912,,,PaPL,Aug ,15,open,9,PT,ET,9,Hymenoptera,Formicidae,,,Solenopsis ,xyloni,Solenopsis xyloni,,,
911,,,PaPL,Aug ,15,open,9,PT,ET,2,Orthoptera,Gryllidae,,,,,,,,
919,,,PaPL,Aug ,15,shrub,9,PT,ET,1,Aranae,Lycosidae,,,,,,,,
921,,,PaPL,Aug ,15,shrub,9,PT,ET,1,Aranae,,,,,,,,,
920,,,PaPL,Aug ,15,shrub,9,PT,ET,12,Hymenoptera,Formicidae,,,Solenopsis ,xyloni,Solenopsis xyloni,,,
,,,PaPL,Aug ,15,open,10,PT,ET,1,Hymenoptera,Formicidae,,,Solenopsis ,xyloni,Solenopsis xyloni,,,
,,,PaPL,Aug ,15,open,10,PT,ET,23,Hymenoptera,Formicidae,,,Pheidole,"mostly yellow, some have more brwon",Pheidole,,,
913,,,PaPL,Aug ,15,open,10,PT,ET,1,Scorpiones,,,,,,,,,
,,,PaPL,Aug ,15,shrub,10,PT,ET,2,Aranae,Salticidae,,,,,,,,
916,,,PaPL,Aug ,15,shrub,10,PT,ET,30,Hymenoptera,Formicidae,,,Pheidole,"mostly yellow, some have more brwon",,,,
,,,PaPL,Aug ,15,shrub,10,PT,ET,3,Hymenoptera,Formicidae,,,Solenopsis ,xyloni,Pheidole,,,
,,,PaPL,Aug ,15,shrub,10,PT,ET,1,Hymenoptera,Formicidae,,,Cardiocondyla,mauritanica,Cardiocondyla mauritanica,,,
,,,PaPL,Aug ,15,open,11,PT,ET,1,Aranae,Salticidae,,,,,,,,
,,,PaPL,Aug ,15,open,11,PT,ET,1,Diptera,Milichilidae?,lappets,,,,,,,
883,,,PaPL,Aug ,15,open,11,PT,ET,8,Hymenoptera,Formicidae,,,Pheidole,brown,Pheidole,,,
,,,PaPL,Aug ,15,open,11,PT,ET,1,Hymenoptera,Formicidae,,,Solenopsis ,xyloni,Solenopsis xyloni,,queen,
914,,,PaPL,Aug ,15,shrub,11,PT,pinned,1,Coleoptera,Tenebrionidae,,,,,,,,
,,,PaPL,Aug ,15,shrub,11,PT,ET,6,Hymenoptera,Formicidae,,,Pheidole,"yellow, hyatti?",Pheidole,,,
,,,PaPL,Aug ,15,shrub,11,PT,ET,1,Scorpiones,,,,,,,,,
,,,PaPL,Aug ,15,open,12,PT,pinned,1,Hemiptera,,,,,,,,,
926,,,PaPL,Aug ,15,open,12,PT,ET,23,Hymenoptera,Formicidae,,,Solenopsis ,xyloni,Solenopsis xyloni,,,
,,,PaPL,Aug ,15,shrub,12,PT,ET,1,Aranae,weird eyes,,,,,,,,
,,,PaPL,Aug ,15,shrub,12,PT,ET,2,Aranae,,,,,,tiny,,M,
898,,,PaPL,Aug ,15,shrub,12,PT,ET,77,Hymenoptera,Formicidae,,,Solenopsis ,xyloni,Solenopsis xyloni,,,
,,,PaPL,Aug ,15,shrub,12,PT,pinned,1,Hymenoptera,Mutillidae,,,,,,,,
,,,PaPL,Aug ,15,shrub,12,PT,ET,1,Zygentoma,Lepismatidae,,,,,,,,
738,,,PaPL,July,27,open,1,PT,ET,1,Hymenoptera,Mutillidae,,,,,,,,
,,,PaPL,July,27,open,1,PT,ET,1,Hymenoptera,Formicidae,,,Solenopsis ,xyloni,Solenopsis xyloni,,,
,,,PaPL,July,27,open,1,PT,ET,1,Hymenoptera,Formicidae,,,Pheidole,,Pheidole,,,
,,,PaPL,July,27,open,1,PT,ET,1,Aranae,Gnaphosidae,,,Callilepus,,,,,
,,,PaPL,July,27,open,1,PT,ET,1,Aranae,Salticidae,,,,,,,,
731,,,PaPL,July,27,shrub,1,PT,ET,22,Hymenoptera,Formicidae,,,Pheidole,,Pheidole,,,
,,,PaPL,July,27,shrub,1,PT,ET,1,Hemiptera,Cicadellidae,,,,,,,,
716,,,PaPL,July,27,shrub,2,PT,ET,1,Scorpiones,,,,,,,,,
,,,PaPL,July,27,shrub,2,PT,ET,1,Blattodea,Corydiidae,,,Arenivega,,,,,
,,,PaPL,July,27,shrub,2,PT,ET,2,Hymenoptera,Formicidae,,,Messor,andrei,Messor andrei,,,
,,,PaPL,July,27,shrub,2,PT,ET,21,Hymenoptera,Formicidae,,,Solenopsis ,xyloni,Solenopsis xyloni,,,
,,,PaPL,July,27,shrub,2,PT,ET,1,Hymenoptera,Formicidae,,,Myrmecocystus,all brown,Myrmecocystus,,,
,,,PaPL,July,27,shrub,2,PT,ET,1,Aranae,Gnaphosidae,,,has comb,,,,,
,,,PaPL,July,27,shrub,2,PT,ET,1,Aranae,Lycosidae,,,Alepocosa,kochi?,Alopecosa kochi,,,
,,,PaPL,July,27,open,2,PT,ET,54,Hymenoptera,Formicidae,,,Messor,andrei,Messor andrei,,,
,,,PaPL,July,27,open,2,PT,ET,5,Hymenoptera,Formicidae,,,Myrmecocystus,,Myrmecocystus,,,
,,,PaPL,July,27,open,2,PT,ET,1,Aranae,Gnaphosidae,,,Gnaphosa?,,,,,
,,,PaPL,July,27,open,2,PT,ET,1,Aranae,Salticidae,,,,,,,,
,,,PaPL,July,27,open,2,PT,ET,1,Blattodea,Corydiidae,,,Arenivega,,nymph,,,
727,,,PaPL,July,27,shrub,2,PT,ET,,,,,,,,,,,
719,PaPl-J-O3-PT-1,,PaPL,July,27,open,3,PT,pinned,1,Coleoptera,Tenebrionidae,,,Triorphus,,,,,
,,,PaPL,July,27,open,3,PT,ET,3,Hymenoptera,Formicidae,,,Pheidole,,Pheidole,,,
,,,PaPL,July,27,open,3,PT,ET,2,Hymenoptera,Formicidae,,,Solenopsis ,xyloni,Solenopsis xyloni,,,
,,,PaPL,July,27,open,3,PT,ET,1,Diptera,Phoridae,,,,,,,,
,,,PaPL,July,27,open,3,PT,ET,1,Aranae,Gnaphosidae,,,Drassylus? Adult,,,,,
736,,,PaPL,July,27,shrub,3,PT,ET,33,Hymenoptera,Formicidae,,,Solenopsis ,xyloni,Solenopsis xyloni,,,
,,,PaPL,July,27,shrub,3,PT,ET,42,Hymenoptera,Formicidae,,,Pheidole,,Pheidole,,,
,PaPl-J-S3-PT-1,Y,PaPL,July,27,shrub,3,PT,ET,1,Hemiptera,Rhyparochromidae,,,Emblethis,vicarius,Emblethis vicarius,,,
,PaPl-J-S3-PT-2,Y,PaPL,July,27,shrub,3,PT,ET,1,Hymenoptera,Mutillidae,,,,,,,,
,,,PaPL,July,27,shrub,3,PT,ET,1,Solifugidae,,,,,,,,,
,,,PaPL,July,27,shrub,3,PT,ET,1,Microcoryphia,Meinterllidae,,,Machilinus,aurantiacus,Machilinus aurantiacus,,,
,,,PaPL,July,27,shrub,3,PT,ET,1,Lepidoptera,,,,,,,,,
,,,PaPL,July,27,shrub,3,PT,ET,1,Hymenoptera,Formicidae,,,Messor,andrei,Messor andrei,,,
,PaPl-J-S3-PT-3,,PaPL,July,27,shrub,3,PT,ET,1,Aranae,Gnaphosidae,,,Gnaphosa,,,,,
,,,PaPL,July,27,shrub,3,PT,ET,1,Aranae,Pholcidae,,,Psilochorus,,,,,
